permutation,path,length
"[1, 2, 3, 9, 5, 6, 7, 4, 8, 10]",r.l.r.l.l.-r.-l.r.-l.r.r.r.-l.-l.r.r.r.-l.-l.l.-r.l.r.-l.-l.-r.-l.-r,28
"[1, 8, 3, 4, 5, 6, 7, 9, 2, 10]",r.l.l.r.l.l.-r.-l.r.-l.r.r.r.-l.-l.r.r.r.-l.-l.l.-r.l.r.-l.-l.-r.-l.-l.-r,30
"[1, 6, 3, 4, 5, 9, 7, 8, 2, 10]",-r.l.r.r.l.r.-l.r.r.r.-l.-l.r.r.r.-l.-l.l.-r.-l.-r.-r.-l.r,24
"[9, 2, 3, 4, 5, 6, 1, 8, 7, 10]",-l.r.-l.r.-l.r.r.r.-l.-l.r.r.r.-l.-l.l.-r.l.-r.l,20
"[1, 7, 3, 4, 5, 6, 8, 2, 9, 10]",l.l.l.r.-l.-l.r.l.l.-r.-l.r.r.r.-l.-l.r.r.r.-l.-l.l.r.-l.-l.-r.l.l.-r.-l.-l.-l,32
"[1, 8, 3, 4, 5, 2, 7, 6, 9, 10]",r.l.-r.l.r.-l.r.r.r.-l.-l.r.r.r.-l.-l.l.-r.-l.r.-l.-r,22
"[1, 2, 3, 4, 10, 6, 7, 8, 5, 9]",-r.-l.-l.-r.l.l.r.-l.r.r.r.-l.-l.r.r.r.-l.-l.l.-r.-l.-l.r.l.l.r,26
"[1, 2, 3, 4, 10, 6, 7, 5, 9, 8]",r.-l.r.r.r.-l.-l.r.r.r.-l.-l.l.-r,14
"[1, 2, 9, 3, 5, 6, 7, 8, 4, 10]",-r.l.-r.-r.l.l.-r.-l.r.-l.r.r.r.-l.-l.r.r.r.-l.-l.l.-r.l.r.-l.-l.r.r.-l.r,30
"[1, 2, 10, 4, 5, 6, 3, 8, 9, 7]",l.r.l.r.-l.-l.-r.-l.r.-l.r.r.r.-l.-l.r.r.r.-l.-l.l.-r.l.r.l.l.-r.-l.-r.-l,30
"[1, 2, 3, 4, 10, 5, 7, 8, 9, 6]",-r.-r.-l.-l.r.r.l.r.-l.r.r.r.-l.-l.r.r.r.-l.-l.l.-r.-l.-r.-r.l.l.r.r,28
"[1, 2, 3, 4, 5, 10, 7, 6, 9, 8]",-l.r.-l.r.r.r.-l.-l.r.r.r.-l.-l.l.-r.l,16
"[1, 2, 9, 4, 5, 6, 7, 3, 8, 10]",l.r.l.r.l.l.-r.-l.r.-l.r.r.r.-l.-l.r.r.r.-l.-l.l.-r.l.r.-l.-l.-r.-l.-r.-l,30
"[8, 2, 1, 4, 5, 6, 7, 3, 9, 10]",-r.-r.-l.-l.-r.-l.r.r.r.-l.-l.r.r.r.-l.-l.l.r.l.l.r.r,22
"[10, 2, 3, 4, 5, 6, 7, 8, 1, 9]",-l.-l.-r.-l.-l.-r.l.l.r.-l.r.r.r.-l.-l.r.r.r.-l.-l.l.-r.-l.-l.r.l.l.r.l.l,30
"[1, 4, 2, 3, 5, 6, 7, 8, 9, 10]",r.-l.-r.l.l.r.-l.r.r.r.-l.-l.r.r.r.-l.-l.l.-r.-l.-l.r.l.-r,24
"[1, 2, 3, 5, 7, 6, 4, 8, 9, 10]",-r.l.l.-r.-l.r.-l.r.r.r.-l.-l.r.r.r.-l.-l.l.-r.l.r.-l.-l.r,24
"[1, 2, 3, 5, 6, 4, 7, 8, 9, 10]",l.-r.-r.-r.-l.-l.-r.l.r.-l.r.r.r.-l.-l.r.r.r.-l.-l.l.-r.-l.r.l.l.r.r.r.-l,30
"[1, 2, 3, 4, 5, 9, 6, 8, 7, 10]",r.-l.r.-l.r.r.r.-l.-l.r.r.r.-l.-l.l.-r.l.-r,18
"[8, 2, 3, 4, 5, 6, 1, 7, 9, 10]",-l.r.-l.r.-l.-l.-r.-l.r.-l.r.r.r.-l.-l.r.r.r.-l.-l.l.-r.l.r.l.l.-r.l.-r.l,30
"[8, 2, 3, 4, 5, 6, 7, 9, 1, 10]",-l.-r.-l.-r.l.l.-r.l.r.-l.r.r.r.-l.-l.r.r.r.-l.-l.l.-r.-l.r.-l.-l.r.l.r.l,30
"[8, 2, 3, 4, 5, 6, 7, 10, 9, 1]",-l.-r.-l.-r.-l.r.r.r.-l.-l.r.r.r.-l.-l.l.r.l.r.l,20
"[1, 2, 3, 4, 5, 8, 7, 9, 6, 10]",-r.-l.-r.l.l.-r.l.r.-l.r.r.r.-l.-l.r.r.r.-l.-l.l.-r.-l.r.-l.-l.r.l.r,28
"[1, 2, 4, 5, 3, 6, 7, 8, 9, 10]",r.r.r.l.l.-r.-l.r.-l.r.r.r.-l.-l.r.r.r.-l.-l.l.-r.l.r.-l.-l.-r.-r.-r,28
"[3, 1, 2, 4, 5, 6, 7, 8, 9, 10]",-r.-l.-l.-l.r.-l.r.r.r.-l.-l.r.r.r.-l.-l.l.-r.l.l.l.r,22
"[1, 2, 3, 4, 9, 6, 7, 5, 8, 10]",r.-l.r.-l.-r.-l.r.-l.r.r.r.-l.-l.r.r.r.-l.-l.l.-r.l.r.l.-r.l.-r,26
"[1, 10, 3, 4, 2, 6, 7, 8, 9, 5]",-r.-r.-l.-l.-r.-l.r.-l.r.r.r.-l.-l.r.r.r.-l.-l.l.-r.l.r.l.l.r.r,26
"[1, 3, 10, 4, 5, 6, 7, 8, 9, 2]",l.l.r.l.l.-r.-l.r.-l.r.r.r.-l.-l.r.r.r.-l.-l.l.-r.l.r.-l.-l.-r.-l.-l,28
"[9, 2, 3, 4, 1, 6, 7, 8, 5, 10]",l.-r.l.-r.l.r.-l.r.r.r.-l.-l.r.r.r.-l.-l.l.-r.-l.r.-l.r.-l,24
"[1, 2, 3, 6, 5, 9, 7, 8, 4, 10]",-r.l.l.l.-r.-l.r.-l.r.r.r.-l.-l.r.r.r.-l.-l.l.-r.l.r.-l.-l.-l.r,26
"[1, 2, 8, 4, 5, 6, 7, 10, 9, 3]",l.-r.l.-r.-l.r.r.r.-l.-l.r.r.r.-l.-l.l.r.-l.r.-l,20
"[1, 5, 3, 4, 10, 6, 7, 8, 9, 2]",r.l.l.-r.l.r.-l.r.r.r.-l.-l.r.r.r.-l.-l.l.-r.-l.r.-l.-l.-r,24
"[1, 2, 3, 6, 5, 10, 7, 8, 9, 4]",r.-l.-l.-l.-r.l.r.-l.r.r.r.-l.-l.r.r.r.-l.-l.l.-r.-l.r.l.l.l.-r,26
"[1, 2, 3, 4, 5, 8, 7, 10, 9, 6]",-r.-l.-r.-l.r.r.r.-l.-l.r.r.r.-l.-l.l.r.l.r,18
"[1, 10, 3, 4, 5, 6, 2, 8, 9, 7]",-r.-l.-l.-r.-l.-l.-r.l.r.-l.r.r.r.-l.-l.r.r.r.-l.-l.l.-r.-l.r.l.l.r.l.l.r,30
"[1, 7, 2, 4, 5, 6, 3, 8, 9, 10]",l.l.-r.l.l.r.r.-l.r.-l.r.r.r.-l.-l.r.r.r.-l.-l.l.-r.l.-r.-r.-l.-l.r.-l.-l,30
"[1, 2, 9, 4, 5, 6, 7, 8, 10, 3]",l.r.l.r.l.l.-r.l.r.-l.r.r.r.-l.-l.r.r.r.-l.-l.l.-r.-l.r.-l.-l.-r.-l.-r.-l,30
"[1, 9, 3, 4, 5, 6, 7, 8, 10, 2]",-r.l.l.r.r.l.l.-r.-l.r.-l.r.r.r.-l.-l.r.r.r.-l.-l.l.-r.l.r.-l.-l.-r.-r.-l.-l.r,32
"[1, 2, 3, 4, 5, 6, 8, 10, 9, 7]",-r.-l.-l.-r.-l.r.r.r.-l.-l.r.r.r.-l.-l.l.r.l.l.r,20
"[1, 2, 5, 4, 9, 6, 7, 8, 3, 10]",-l.-l.-r.l.l.r.-l.r.r.r.-l.-l.r.r.r.-l.-l.l.-r.-l.-l.r.l.l,24
"[1, 2, 3, 4, 5, 10, 7, 8, 6, 9]",-l.-r.-l.-l.-r.l.l.r.-l.r.r.r.-l.-l.r.r.r.-l.-l.l.-r.-l.-l.r.l.l.r.l,28
"[1, 2, 3, 4, 5, 6, 8, 9, 7, 10]",r.l.l.r.-l.r.r.r.-l.-l.r.r.r.-l.-l.l.-r.-l.-l.-r,20
"[1, 10, 3, 4, 5, 2, 7, 8, 9, 6]",l.r.-l.-l.-r.-l.r.r.r.-l.-l.r.r.r.-l.-l.l.r.l.l.-r.-l,22
"[9, 2, 3, 4, 5, 1, 7, 8, 6, 10]",-l.-r.-l.-l.-r.l.r.-l.r.r.r.-l.-l.r.r.r.-l.-l.l.-r.-l.r.l.l.r.l,26
"[1, 2, 7, 3, 5, 6, 4, 8, 9, 10]",l.-r.l.l.r.r.-l.r.-l.r.r.r.-l.-l.r.r.r.-l.-l.l.-r.l.-r.-r.-l.-l.r.-l,28
"[8, 1, 3, 4, 5, 6, 7, 2, 9, 10]",-l.-l.r.-l.-l.r.r.l.r.-l.r.r.r.-l.-l.r.r.r.-l.-l.l.-r.-l.-r.-r.l.l.-r.l.l,30
"[4, 2, 3, 8, 5, 6, 7, 1, 9, 10]",l.-r.-r.l.l.-r.l.r.-l.r.r.r.-l.-l.r.r.r.-l.-l.l.-r.-l.r.-l.-l.r.r.-l,28
"[1, 2, 9, 4, 5, 3, 7, 8, 6, 10]",-l.-r.-l.-l.-r.-l.r.-l.r.r.r.-l.-l.r.r.r.-l.-l.l.-r.l.r.l.l.r.l,26
"[1, 2, 3, 4, 7, 5, 6, 8, 9, 10]",-r.l.r.l.-r.-l.-l.r.-l.r.r.r.-l.-l.r.r.r.-l.-l.l.-r.l.l.r.-l.-r.-l.r,28
"[1, 6, 3, 4, 5, 10, 7, 8, 9, 2]",l.-r.-r.l.l.-r.-l.r.r.r.-l.-l.r.r.r.-l.-l.l.r.-l.-l.r.r.-l,24
"[1, 2, 6, 4, 5, 7, 3, 8, 9, 10]",-l.-r.l.l.-r.l.r.-l.r.r.r.-l.-l.r.r.r.-l.-l.l.-r.-l.r.-l.-l.r.l,26
"[1, 8, 3, 4, 5, 6, 2, 7, 9, 10]",r.l.l.-r.-r.l.l.-r.-l.r.-l.r.r.r.-l.-l.r.r.r.-l.-l.l.-r.l.r.-l.-l.r.r.-l.-l.-r,32
"[1, 10, 3, 2, 5, 6, 7, 8, 9, 4]",r.-l.r.r.-l.r.-l.r.r.r.-l.-l.r.r.r.-l.-l.l.-r.l.-r.-r.l.-r,24
"[1, 2, 3, 4, 7, 6, 8, 5, 9, 10]",r.-l.-l.r.l.l.-r.-l.r.r.r.-l.-l.r.r.r.-l.-l.l.r.-l.-l.-r.l.l.-r,26
"[1, 7, 3, 4, 5, 6, 10, 8, 9, 2]",r.-l.-l.r.-l.-l.-r.l.r.-l.r.r.r.-l.-l.r.r.r.-l.-l.l.-r.-l.r.l.l.-r.l.l.-r,30
"[1, 2, 6, 3, 5, 4, 7, 8, 9, 10]",l.l.l.r.r.-l.r.-l.r.r.r.-l.-l.r.r.r.-l.-l.l.-r.l.-r.-r.-l.-l.-l,26
"[3, 2, 8, 4, 5, 6, 7, 1, 9, 10]",r.l.l.-r.-l.r.r.r.-l.-l.r.r.r.-l.-l.l.r.-l.-l.-r,20
"[1, 2, 3, 6, 5, 8, 7, 4, 9, 10]",r.l.l.l.-r.-l.r.-l.r.r.r.-l.-l.r.r.r.-l.-l.l.-r.l.r.-l.-l.-l.-r,26
"[9, 2, 1, 4, 5, 6, 7, 8, 3, 10]",-r.l.-r.l.-r.-l.r.r.r.-l.-l.r.r.r.-l.-l.l.r.-l.r.-l.r,22
"[1, 3, 7, 4, 5, 6, 2, 8, 9, 10]",l.l.-r.l.l.-r.-l.r.-l.r.r.r.-l.-l.r.r.r.-l.-l.l.-r.l.r.-l.-l.r.-l.-l,28
"[1, 2, 4, 6, 5, 3, 7, 8, 9, 10]",l.l.l.-r.-l.r.-l.r.r.r.-l.-l.r.r.r.-l.-l.l.-r.l.r.-l.-l.-l,24
"[1, 2, 3, 5, 8, 6, 7, 4, 9, 10]",-r.-r.l.l.-r.-l.r.-l.r.r.r.-l.-l.r.r.r.-l.-l.l.-r.l.r.-l.-l.r.r,26
"[7, 2, 1, 4, 5, 6, 3, 8, 9, 10]",-r.-l.-r.-l.-r.-l.r.r.r.-l.-l.r.r.r.-l.-l.l.r.l.r.l.r,22
"[1, 3, 5, 4, 2, 6, 7, 8, 9, 10]",-l.-l.-r.-l.r.-l.r.r.r.-l.-l.r.r.r.-l.-l.l.-r.l.r.l.l,22
"[7, 2, 3, 4, 5, 6, 8, 1, 9, 10]",-l.-l.r.-l.-l.r.l.l.-r.-l.r.r.r.-l.-l.r.r.r.-l.-l.l.r.-l.-l.-r.l.l.-r.l.l,30
"[5, 2, 1, 4, 3, 6, 7, 8, 9, 10]",r.r.r.-l.r.r.r.-l.-l.r.r.r.-l.-l.l.-r.-r.-r,18
"[1, 2, 3, 4, 8, 6, 7, 9, 5, 10]",-r.-l.-r.-l.-r.-l.r.-l.r.r.r.-l.-l.r.r.r.-l.-l.l.-r.l.r.l.r.l.r,26
"[1, 2, 6, 4, 5, 8, 7, 3, 9, 10]",r.-l.-r.-l.-l.-r.-l.r.-l.r.r.r.-l.-l.r.r.r.-l.-l.l.-r.l.r.l.l.r.l.-r,28
"[1, 2, 3, 4, 5, 6, 7, 10, 8, 9]",-r.l.l.-r.-l.r.r.r.-l.-l.r.r.r.-l.-l.l.r.-l.-l.r,20
"[10, 2, 1, 4, 5, 6, 7, 8, 9, 3]",-r.-r.l.l.-r.-l.r.r.r.-l.-l.r.r.r.-l.-l.l.r.-l.-l.r.r,22
"[1, 2, 6, 4, 5, 10, 7, 8, 9, 3]",-l.r.l.l.-r.l.r.-l.r.r.r.-l.-l.r.r.r.-l.-l.l.-r.-l.r.-l.-l.-r.l,26
"[5, 2, 3, 4, 6, 1, 7, 8, 9, 10]",-r.-r.-r.-l.-l.-r.l.r.-l.r.r.r.-l.-l.r.r.r.-l.-l.l.-r.-l.r.l.l.r.r.r,28
"[1, 2, 7, 4, 3, 6, 5, 8, 9, 10]",-l.-r.-l.r.r.-l.r.-l.r.r.r.-l.-l.r.r.r.-l.-l.l.-r.l.-r.-r.l.r.l,26
"[1, 7, 3, 4, 5, 2, 6, 8, 9, 10]",l.-r.-l.-l.r.-l.r.r.r.-l.-l.r.r.r.-l.-l.l.-r.l.l.r.-l,22
"[4, 2, 3, 6, 5, 1, 7, 8, 9, 10]",-l.-l.-l.-r.l.r.-l.r.r.r.-l.-l.r.r.r.-l.-l.l.-r.-l.r.l.l.l,24
"[8, 2, 3, 1, 5, 6, 7, 4, 9, 10]",l.r.-l.-l.-r.-l.r.-l.r.r.r.-l.-l.r.r.r.-l.-l.l.-r.l.r.l.l.-r.-l,26
"[1, 2, 3, 4, 9, 6, 7, 8, 10, 5]",-r.-r.-l.-l.r.l.l.-r.-l.r.r.r.-l.-l.r.r.r.-l.-l.l.r.-l.-l.-r.l.l.r.r,28
"[1, 2, 8, 4, 3, 6, 7, 5, 9, 10]",r.-l.-l.-r.l.l.r.-l.r.r.r.-l.-l.r.r.r.-l.-l.l.-r.-l.-l.r.l.l.-r,26
"[2, 5, 3, 4, 1, 6, 7, 8, 9, 10]",l.l.-r.l.r.-l.r.r.r.-l.-l.r.r.r.-l.-l.l.-r.-l.r.-l.-l,22
"[1, 3, 6, 4, 5, 2, 7, 8, 9, 10]",l.-r.l.r.-l.r.r.r.-l.-l.r.r.r.-l.-l.l.-r.-l.r.-l,20
"[1, 10, 2, 4, 5, 6, 7, 8, 9, 3]",l.l.r.l.l.r.r.-l.r.-l.r.r.r.-l.-l.r.r.r.-l.-l.l.-r.l.-r.-r.-l.-l.-r.-l.-l,30
"[1, 9, 3, 4, 5, 6, 2, 8, 7, 10]",r.-l.-l.-l.r.-l.r.r.r.-l.-l.r.r.r.-l.-l.l.-r.l.l.l.-r,22
"[1, 2, 10, 4, 3, 6, 7, 8, 9, 5]",-l.r.-l.r.r.-l.r.-l.r.r.r.-l.-l.r.r.r.-l.-l.l.-r.l.-r.-r.l.-r.l,26
"[4, 2, 3, 5, 1, 6, 7, 8, 9, 10]",l.l.-r.-l.r.-l.r.r.r.-l.-l.r.r.r.-l.-l.l.-r.l.r.-l.-l,22
"[6, 1, 3, 4, 5, 2, 7, 8, 9, 10]",r.l.-r.-l.-l.r.-l.r.r.r.-l.-l.r.r.r.-l.-l.l.-r.l.l.r.-l.-r,24
"[1, 2, 3, 7, 5, 6, 9, 8, 4, 10]",l.-r.-l.r.r.r.-l.-l.r.r.r.-l.-l.l.r.-l,16
"[3, 2, 6, 4, 5, 1, 7, 8, 9, 10]",-r.-l.r.-l.r.r.r.-l.-l.r.r.r.-l.-l.l.-r.l.r,18
"[1, 2, 3, 5, 9, 6, 7, 8, 4, 10]",r.r.l.l.-r.-l.r.-l.r.r.r.-l.-l.r.r.r.-l.-l.l.-r.l.r.-l.-l.-r.-r,26
"[5, 2, 3, 4, 8, 6, 7, 1, 9, 10]",l.r.l.r.r.l.r.-l.r.r.r.-l.-l.r.r.r.-l.-l.l.-r.-l.-r.-r.-l.-r.-l,26
"[1, 2, 8, 4, 5, 3, 7, 6, 9, 10]",-l.r.-l.-l.-r.-l.r.-l.r.r.r.-l.-l.r.r.r.-l.-l.l.-r.l.r.l.l.-r.l,26
"[1, 2, 5, 4, 7, 6, 3, 8, 9, 10]",-l.-r.-l.-r.-l.r.-l.r.r.r.-l.-l.r.r.r.-l.-l.l.-r.l.r.l.r.l,24
"[4, 2, 3, 9, 5, 6, 7, 8, 1, 10]",-l.-l.-r.-l.-l.-r.-l.r.-l.r.r.r.-l.-l.r.r.r.-l.-l.l.-r.l.r.l.l.r.l.l,28
"[1, 3, 8, 4, 5, 6, 7, 2, 9, 10]",l.l.-r.-r.l.l.-r.-l.r.-l.r.r.r.-l.-l.r.r.r.-l.-l.l.-r.l.r.-l.-l.r.r.-l.-l,30
"[2, 7, 3, 4, 5, 6, 1, 8, 9, 10]",l.l.l.-r.l.l.-r.-l.r.-l.r.r.r.-l.-l.r.r.r.-l.-l.l.-r.l.r.-l.-l.r.-l.-l.-l,30
